Jannik Sinner (14165339),Ons Jabeur (14165338),Cori Gauff (14165336),Alison Riske (14165332),Marin Cilic (14165330),Dusan Lajovic (14165327),50000,0.0798257,0
Marc Polmans (14165352),Sorana Cirstea (14165345),Ons Jabeur (14165338),Elena Rybakina (14165329),Madison Keys (14165318),Serena Williams (14165315),50000,0.0450646,0
Fiona Ferro (14165353),Sorana Cirstea (14165345),Ons Jabeur (14165338),Dusan Lajovic (14165327),Madison Keys (14165318),Roger Federer (14165316),49900,0.0516509,0
Nao Hibino (14165354),Sorana Cirstea (14165345),Ons Jabeur (14165338),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),50000,0.0478845,0
Cristian Garin (14165355),Sorana Cirstea (14165345),Ons Jabeur (14165338),Stefanos Tsitsipas (14165320),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0568564,0
Tennys Sandgren (14165356),Sorana Cirstea (14165345),Ons Jabeur (14165338),Dusan Lajovic (14165327),Roger Federer (14165316),Serena Williams (14165315),50000,0.0480317,0
Barbora Krejcikova (14165357),Sorana Cirstea (14165345),Jannik Sinner (14165339),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Roger Federer (14165316),50000,0.0469855,0
Alejandro Davidovich Fokina (14165358),Sorana Cirstea (14165345),Ons Jabeur (14165338),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Roger Federer (14165316),50000,0.0426032,0
Philipp Kohlschreiber (14165359),Sorana Cirstea (14165345),Ons Jabeur (14165338),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Roger Federer (14165316),49900,0.0340825,0
Michael Mmoh (14165360),Sorana Cirstea (14165345),Dusan Lajovic (14165327),Qiang Wang (14165326),Stefanos Tsitsipas (14165320),Madison Keys (14165318),50000,0.0317924,0
Polona Hercog (14165361),Sorana Cirstea (14165345),Dusan Lajovic (14165327),Maria Sakkari (14165325),Stefanos Tsitsipas (14165320),Madison Keys (14165318),50000,0.0307053,0
Arantxa Rus (14165362),Sorana Cirstea (14165345),Ons Jabeur (14165338),Stefanos Tsitsipas (14165320),Roger Federer (14165316),Serena Williams (14165315),50000,0.0210832,0
Filip Krajinovic (14165363),Sorana Cirstea (14165345),Grigor Dimitrov (14165328),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),50000,0.0141233,0
Tamara Zidansek (14165364),Sorana Cirstea (14165345),Dusan Lajovic (14165327),Stefanos Tsitsipas (14165320),Roberto Bautista-Agut (14165319),Madison Keys (14165318),49800,0.0115779,0
Tamara Zidansek (14165364),Sorana Cirstea (14165345),Maria Sakkari (14165325),Stefanos Tsitsipas (14165320),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0115779,0
Tatsuma Ito (14165365),Sorana Cirstea (14165345),Dusan Lajovic (14165327),Diego Schwartzman (14165321),Madison Keys (14165318),Roger Federer (14165316),50000,0.0120701,0
Lin Zhu (14165347),Caroline Wozniacki (14165346),Ons Jabeur (14165338),Dusan Lajovic (14165327),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0680448,0
Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Ons Jabeur (14165338),Dusan Lajovic (14165327),Roberto Bautista-Agut (14165319),Madison Keys (14165318),49900,0.0642645,0
Benoit Paire (14165349),Caroline Wozniacki (14165346),Cori Gauff (14165336),Dusan Lajovic (14165327),Diego Schwartzman (14165321),Madison Keys (14165318),50000,0.0604429,0
Tommy Paul (14165350),Caroline Wozniacki (14165346),Cori Gauff (14165336),Dusan Lajovic (14165327),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0586633,0
Greet Minnen (14165351),Caroline Wozniacki (14165346),Ons Jabeur (14165338),Dusan Lajovic (14165327),Madison Keys (14165318),Roger Federer (14165316),50000,0.060851,0
Marc Polmans (14165352),Caroline Wozniacki (14165346),Cori Gauff (14165336),Maria Sakkari (14165325),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0486288,0
Fiona Ferro (14165353),Caroline Wozniacki (14165346),Ons Jabeur (14165338),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),50000,0.054963,0
Nao Hibino (14165354),Caroline Wozniacki (14165346),Ons Jabeur (14165338),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),49900,0.0499664,0
Cristian Garin (14165355),Caroline Wozniacki (14165346),Cori Gauff (14165336),Dusan Lajovic (14165327),Madison Keys (14165318),Roger Federer (14165316),49900,0.0618142,0
Tennys Sandgren (14165356),Caroline Wozniacki (14165346),Cori Gauff (14165336),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),49900,0.0518661,0
Barbora Krejcikova (14165357),Caroline Wozniacki (14165346),Ons Jabeur (14165338),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Roger Federer (14165316),50000,0.0511277,0
Alejandro Davidovich Fokina (14165358),Caroline Wozniacki (14165346),Ons Jabeur (14165338),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Serena Williams (14165315),50000,0.0445357,0
Philipp Kohlschreiber (14165359),Caroline Wozniacki (14165346),Ons Jabeur (14165338),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),50000,0.0362681,0
Michael Mmoh (14165360),Caroline Wozniacki (14165346),Dusan Lajovic (14165327),Maria Sakkari (14165325),Stefanos Tsitsipas (14165320),Madison Keys (14165318),50000,0.034505,0
Polona Hercog (14165361),Caroline Wozniacki (14165346),Dusan Lajovic (14165327),Maria Sakkari (14165325),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0326154,0
Arantxa Rus (14165362),Caroline Wozniacki (14165346),Ons Jabeur (14165338),Roberto Bautista-Agut (14165319),Roger Federer (14165316),Serena Williams (14165315),50000,0.0223947,0
Filip Krajinovic (14165363),Caroline Wozniacki (14165346),Dusan Lajovic (14165327),Diego Schwartzman (14165321),Stefanos Tsitsipas (14165320),Madison Keys (14165318),50000,0.0149373,0
Tamara Zidansek (14165364),Caroline Wozniacki (14165346),Elena Rybakina (14165329),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Roger Federer (14165316),50000,0.0122003,0
Tatsuma Ito (14165365),Caroline Wozniacki (14165346),Dusan Lajovic (14165327),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Roger Federer (14165316),50000,0.0131343,0
Gregoire Barrere (14165348),Lin Zhu (14165347),Cori Gauff (14165336),Dusan Lajovic (14165327),Stefanos Tsitsipas (14165320),Madison Keys (14165318),50000,0.0606422,0
Benoit Paire (14165349),Lin Zhu (14165347),Cori Gauff (14165336),Dusan Lajovic (14165327),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0578725,0
Tommy Paul (14165350),Lin Zhu (14165347),Ons Jabeur (14165338),Dusan Lajovic (14165327),Madison Keys (14165318),Roger Federer (14165316),49900,0.054014,0
Greet Minnen (14165351),Lin Zhu (14165347),Ons Jabeur (14165338),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),50000,0.0559712,0
Marc Polmans (14165352),Lin Zhu (14165347),Ons Jabeur (14165338),Maria Sakkari (14165325),Madison Keys (14165318),Roger Federer (14165316),49900,0.0447748,0
Fiona Ferro (14165353),Lin Zhu (14165347),Cori Gauff (14165336),Dusan Lajovic (14165327),Madison Keys (14165318),Roger Federer (14165316),50000,0.0517715,0
Nao Hibino (14165354),Lin Zhu (14165347),Cori Gauff (14165336),Dusan Lajovic (14165327),Madison Keys (14165318),Roger Federer (14165316),49900,0.047065,0
Cristian Garin (14165355),Lin Zhu (14165347),Cori Gauff (14165336),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),49900,0.0568572,0
Tennys Sandgren (14165356),Lin Zhu (14165347),Ons Jabeur (14165338),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Roger Federer (14165316),50000,0.0478664,0
Barbora Krejcikova (14165357),Lin Zhu (14165347),Ons Jabeur (14165338),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Serena Williams (14165315),50000,0.0470277,0
Alejandro Davidovich Fokina (14165358),Lin Zhu (14165347),Dusan Lajovic (14165327),Maria Sakkari (14165325),Stefanos Tsitsipas (14165320),Madison Keys (14165318),50000,0.0421445,0
Philipp Kohlschreiber (14165359),Lin Zhu (14165347),Dusan Lajovic (14165327),Maria Sakkari (14165325),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0343208,0
Michael Mmoh (14165360),Lin Zhu (14165347),Elena Rybakina (14165329),Dusan Lajovic (14165327),Madison Keys (14165318),Roger Federer (14165316),50000,0.0319929,0
Polona Hercog (14165361),Lin Zhu (14165347),Cori Gauff (14165336),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),50000,0.0298612,0
Arantxa Rus (14165362),Lin Zhu (14165347),Dusan Lajovic (14165327),Maria Sakkari (14165325),Roberto Bautista-Agut (14165319),Roger Federer (14165316),50000,0.0211924,0
Filip Krajinovic (14165363),Lin Zhu (14165347),Dusan Lajovic (14165327),Stefanos Tsitsipas (14165320),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0143021,0
Tamara Zidansek (14165364),Lin Zhu (14165347),Dusan Lajovic (14165327),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Roger Federer (14165316),50000,0.0118466,0
Tatsuma Ito (14165365),Lin Zhu (14165347),Dusan Lajovic (14165327),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Serena Williams (14165315),50000,0.012081,0
Benoit Paire (14165349),Gregoire Barrere (14165348),Ons Jabeur (14165338),Dusan Lajovic (14165327),Madison Keys (14165318),Roger Federer (14165316),50000,0.0557957,0
Tommy Paul (14165350),Gregoire Barrere (14165348),Ons Jabeur (14165338),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),50000,0.0520226,0
Greet Minnen (14165351),Gregoire Barrere (14165348),Ons Jabeur (14165338),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),49900,0.0528617,0
Marc Polmans (14165352),Gregoire Barrere (14165348),Ons Jabeur (14165338),Stefanos Tsitsipas (14165320),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0432241,0
Fiona Ferro (14165353),Gregoire Barrere (14165348),Cori Gauff (14165336),Dusan Lajovic (14165327),Madison Keys (14165318),Roger Federer (14165316),49900,0.0488953,0
Nao Hibino (14165354),Gregoire Barrere (14165348),Cori Gauff (14165336),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),50000,0.0453299,0
Cristian Garin (14165355),Gregoire Barrere (14165348),Cori Gauff (14165336),Stefanos Tsitsipas (14165320),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0538231,0
Tennys Sandgren (14165356),Gregoire Barrere (14165348),Ons Jabeur (14165338),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Roger Federer (14165316),50000,0.0460186,0
Barbora Krejcikova (14165357),Gregoire Barrere (14165348),Ons Jabeur (14165338),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),50000,0.0452123,0
Alejandro Davidovich Fokina (14165358),Gregoire Barrere (14165348),Dusan Lajovic (14165327),Maria Sakkari (14165325),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0405177,0
Philipp Kohlschreiber (14165359),Gregoire Barrere (14165348),Elena Rybakina (14165329),Dusan Lajovic (14165327),Madison Keys (14165318),Roger Federer (14165316),50000,0.0327335,0
Michael Mmoh (14165360),Gregoire Barrere (14165348),Grigor Dimitrov (14165328),Dusan Lajovic (14165327),Madison Keys (14165318),Roger Federer (14165316),50000,0.0303027,0
Polona Hercog (14165361),Gregoire Barrere (14165348),Ons Jabeur (14165338),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),50000,0.0287896,0
Arantxa Rus (14165362),Gregoire Barrere (14165348),Dusan Lajovic (14165327),Maria Sakkari (14165325),Stefanos Tsitsipas (14165320),Serena Williams (14165315),50000,0.0200511,0
Filip Krajinovic (14165363),Gregoire Barrere (14165348),Dusan Lajovic (14165327),Stefanos Tsitsipas (14165320),Roberto Bautista-Agut (14165319),Madison Keys (14165318),49900,0.0135075,0
Tamara Zidansek (14165364),Gregoire Barrere (14165348),Dusan Lajovic (14165327),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Roger Federer (14165316),50000,0.0113893,0
Tatsuma Ito (14165365),Gregoire Barrere (14165348),Dusan Lajovic (14165327),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),50000,0.0116147,0
Tommy Paul (14165350),Benoit Paire (14165349),Ons Jabeur (14165338),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),49900,0.0487712,0
Greet Minnen (14165351),Benoit Paire (14165349),Cori Gauff (14165336),Dusan Lajovic (14165327),Madison Keys (14165318),Roger Federer (14165316),50000,0.0517541,0
Marc Polmans (14165352),Benoit Paire (14165349),Cori Gauff (14165336),Qiang Wang (14165326),Madison Keys (14165318),Roger Federer (14165316),50000,0.0405927,0
Fiona Ferro (14165353),Benoit Paire (14165349),Cori Gauff (14165336),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),50000,0.0467464,0
Nao Hibino (14165354),Benoit Paire (14165349),Cori Gauff (14165336),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),49900,0.0424967,0
Cristian Garin (14165355),Benoit Paire (14165349),Ons Jabeur (14165338),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Roger Federer (14165316),50000,0.0515101,0
Tennys Sandgren (14165356),Benoit Paire (14165349),Ons Jabeur (14165338),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Serena Williams (14165315),50000,0.0432203,0
Barbora Krejcikova (14165357),Benoit Paire (14165349),Dusan Lajovic (14165327),Maria Sakkari (14165325),Stefanos Tsitsipas (14165320),Madison Keys (14165318),50000,0.0436864,0
Alejandro Davidovich Fokina (14165358),Benoit Paire (14165349),Elena Rybakina (14165329),Dusan Lajovic (14165327),Madison Keys (14165318),Roger Federer (14165316),50000,0.0383595,0
Philipp Kohlschreiber (14165359),Benoit Paire (14165349),Cori Gauff (14165336),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),50000,0.0308462,0
Michael Mmoh (14165360),Benoit Paire (14165349),Ons Jabeur (14165338),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),50000,0.0290665,0
Polona Hercog (14165361),Benoit Paire (14165349),Dusan Lajovic (14165327),Qiang Wang (14165326),Madison Keys (14165318),Roger Federer (14165316),50000,0.0272256,0
Arantxa Rus (14165362),Benoit Paire (14165349),Dusan Lajovic (14165327),Maria Sakkari (14165325),Roberto Bautista-Agut (14165319),Serena Williams (14165315),50000,0.0191353,0
Filip Krajinovic (14165363),Benoit Paire (14165349),Dusan Lajovic (14165327),Stefanos Tsitsipas (14165320),Roberto Bautista-Agut (14165319),Madison Keys (14165318),49800,0.0126633,0
Filip Krajinovic (14165363),Benoit Paire (14165349),Maria Sakkari (14165325),Stefanos Tsitsipas (14165320),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0126633,0
Tamara Zidansek (14165364),Benoit Paire (14165349),Dusan Lajovic (14165327),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Roger Federer (14165316),49900,0.0106775,0
Tatsuma Ito (14165365),Benoit Paire (14165349),Dusan Lajovic (14165327),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),49900,0.0108888,0
Greet Minnen (14165351),Tommy Paul (14165350),Cori Gauff (14165336),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),50000,0.0482544,0
Marc Polmans (14165352),Tommy Paul (14165350),Cori Gauff (14165336),Maria Sakkari (14165325),Madison Keys (14165318),Roger Federer (14165316),49900,0.0386016,0
Fiona Ferro (14165353),Tommy Paul (14165350),Cori Gauff (14165336),Stefanos Tsitsipas (14165320),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0428388,0
Nao Hibino (14165354),Tommy Paul (14165350),Ons Jabeur (14165338),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Roger Federer (14165316),50000,0.0397554,0
Cristian Garin (14165355),Tommy Paul (14165350),Ons Jabeur (14165338),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Serena Williams (14165315),50000,0.0480268,0
Tennys Sandgren (14165356),Tommy Paul (14165350),Dusan Lajovic (14165327),Maria Sakkari (14165325),Stefanos Tsitsipas (14165320),Madison Keys (14165318),50000,0.0414587,0
Barbora Krejcikova (14165357),Tommy Paul (14165350),Elena Rybakina (14165329),Dusan Lajovic (14165327),Madison Keys (14165318),Roger Federer (14165316),50000,0.0410594,0
Alejandro Davidovich Fokina (14165358),Tommy Paul (14165350),Ons Jabeur (14165338),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),50000,0.035987,0
Philipp Kohlschreiber (14165359),Tommy Paul (14165350),Dusan Lajovic (14165327),Qiang Wang (14165326),Madison Keys (14165318),Roger Federer (14165316),50000,0.0290407,0
Michael Mmoh (14165360),Tommy Paul (14165350),Dusan Lajovic (14165327),Maria Sakkari (14165325),Madison Keys (14165318),Roger Federer (14165316),50000,0.0278817,0
Polona Hercog (14165361),Tommy Paul (14165350),Dusan Lajovic (14165327),Maria Sakkari (14165325),Madison Keys (14165318),Roger Federer (14165316),49900,0.0258902,0
Arantxa Rus (14165362),Tommy Paul (14165350),Elena Rybakina (14165329),Dusan Lajovic (14165327),Roger Federer (14165316),Serena Williams (14165315),49900,0.0176675,0
Filip Krajinovic (14165363),Tommy Paul (14165350),Dusan Lajovic (14165327),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Ashleigh Barty (14165317),50000,0.0118905,0
Tamara Zidansek (14165364),Tommy Paul (14165350),Dusan Lajovic (14165327),Madison Keys (14165318),Ashleigh Barty (14165317),Roger Federer (14165316),50000,0.00984909,0
Tatsuma Ito (14165365),Tommy Paul (14165350),Dusan Lajovic (14165327),Stefanos Tsitsipas (14165320),Roger Federer (14165316),Serena Williams (14165315),50000,0.0100648,0
Marc Polmans (14165352),Greet Minnen (14165351),Cori Gauff (14165336),Stefanos Tsitsipas (14165320),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0400932,0
Fiona Ferro (14165353),Greet Minnen (14165351),Ons Jabeur (14165338),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Roger Federer (14165316),50000,0.0444363,0
Nao Hibino (14165354),Greet Minnen (14165351),Ons Jabeur (14165338),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Roger Federer (14165316),50000,0.0411218,0
Cristian Garin (14165355),Greet Minnen (14165351),Ons Jabeur (14165338),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),50000,0.0496774,0
Tennys Sandgren (14165356),Greet Minnen (14165351),Dusan Lajovic (14165327),Maria Sakkari (14165325),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0428835,0
Barbora Krejcikova (14165357),Greet Minnen (14165351),Cori Gauff (14165336),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),50000,0.0419373,0
Alejandro Davidovich Fokina (14165358),Greet Minnen (14165351),Dusan Lajovic (14165327),Qiang Wang (14165326),Madison Keys (14165318),Roger Federer (14165316),50000,0.0368863,0
