"entry_id","contest_id","contest_name","C","C","W","W","W","W","D","D","G","","Instructions"
"1863636897","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"1863637848","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"1863637853","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"1863637857","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","4) You can not use this form to create new entries"
"1863637858","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193",""
"1863637862","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","Player ID + Player Name","Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"","","","","","","","","","","","","","40144-82834:Kiefer Sherwood","40144-82834","W","Kiefer","Kiefer Sherwood","Sherwood","4.927999877929688","50","3200","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-15307:Nick Cousins","40144-15307","W","Nick","Nick Cousins","Cousins","9.399999618530273","8","3200","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-15346:Adam Lowry","40144-15346","C","Adam","Adam Lowry","Lowry","2.8307691720815806","13","3200","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-15395:Brett Ritchie","40144-15395","W","Brett","Brett Ritchie","Ritchie","5.375","12","3200","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-66611:Lawson Crouse","40144-66611","W","Lawson","Lawson Crouse","Crouse","5.661538344163161","13","3200","ARI@CGY","ARI","CGY","","","","",""
"","","","","","","","","","","","","","40144-68667:Tyler Motte","40144-68667","W","Tyler","Tyler Motte","Motte","4.266666730244954","6","3200","STL@VAN","VAN","STL","IR","Lower body","","",""
"","","","","","","","","","","","","","40144-66719:Dmytro Timashov","40144-66719","W","Dmytro","Dmytro Timashov","Timashov","5.133333206176758","12","3200","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-66757:Filip Chlapik","40144-66757","W","Filip","Filip Chlapik","Chlapik","2.799999952316284","4","3200","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-62723:Ondrej Kase","40144-62723","W","Ondrej","Ondrej Kase","Kase","7.781818043101918","11","3200","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-58880:Ivan Barbashev","40144-58880","W","Ivan","Ivan Barbashev","Barbashev","4.373333231608073","15","3200","STL@VAN","STL","VAN","","","","",""
"","","","","","","","","","","","","","40144-58883:Robby Fabbri","40144-58883","W","Robby","Robby Fabbri","Fabbri","2.7555554707845054","9","3200","STL@VAN","STL","VAN","","","","",""
"","","","","","","","","","","","","","40144-58890:Nikolay Goldobin","40144-58890","W","Nikolay","Nikolay Goldobin","Goldobin","7.176190573071676","63","3200","STL@VAN","VAN","STL","","","","",""
"","","","","","","","","","","","","","40144-59251:Michael Dal Colle","40144-59251","W","Michael","Michael Dal Colle","Dal Colle","3.5333334604899087","12","3200","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-42977:Nic Petan","40144-42977","W","Nic","Nic Petan","Petan","3.5999999046325684","4","3200","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-61550:Cole Bardreau","40144-61550","C","Cole","Cole Bardreau","Bardreau","2.933333396911621","6","3100","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-73969:Rudolfs Balcers","40144-73969","W","Rudolfs","Rudolfs Balcers","Balcers","6.922222137451172","36","3100","OTT@NYI","OTT","NYI","IR","Lower body","","",""
"","","","","","","","","","","","","","40144-82191:Alex Formenton","40144-82191","W","Alex","Alex Formenton","Formenton","5.422222137451172","9","3100","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-41392:Valeri Nichushkin","40144-41392","W","Valeri","Valeri Nichushkin","Nichushkin","3.5200000762939454","10","3100","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-84473:Antti Suomela","40144-84473","C","Antti","Antti Suomela","Suomela","5.955555668583623","27","3100","CHI@SJ","SJ","CHI","","","","",""
"","","","","","","","","","","","","","40144-96780:Joel L'Esperance","40144-96780","W","Joel","Joel L'Esperance","L'Esperance","5.599999745686849","3","3100","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-80481:Anders Bjork","40144-80481","W","Anders","Anders Bjork","Bjork","5.466666539510091","6","3100","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-8810:Michael Grabner","40144-8810","W","Michael","Michael Grabner","Grabner","6.085714067731585","14","3100","ARI@CGY","ARI","CGY","","","","",""
"","","","","","","","","","","","","","40144-8932:Zack Smith","40144-8932","W","Zack","Zack Smith","Smith","1.3714286259242467","7","3100","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-9014:Jay Beagle","40144-9014","C","Jay","Jay Beagle","Beagle","5.371428353445871","14","3100","STL@VAN","VAN","STL","","","","",""
"","","","","","","","","","","","","","40144-103240:Ryan Poehling","40144-103240","W","Ryan","Ryan Poehling","Poehling","40.79999923706055","1","3100","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-82849:Adam Gaudette","40144-82849","W","Adam","Adam Gaudette","Gaudette","8.580000305175782","5","3100","STL@VAN","VAN","STL","","","","",""
"","","","","","","","","","","","","","40144-97206:Kristian Vesalainen","40144-97206","W","Kristian","Kristian Vesalainen","Vesalainen","2.2399999618530275","5","3100","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-82949:Lukas Radil","40144-82949","W","Lukas","Lukas Radil","Radil","1.7777777777777777","9","3100","CHI@SJ","SJ","CHI","","","","",""
"","","","","","","","","","","","","","40144-68644:Mark Jankowski","40144-68644","C","Mark","Mark Jankowski","Jankowski","1.9428571973528181","14","3100","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-66620:Christian Fischer","40144-66620","W","Christian","Christian Fischer","Fischer","4.061538402850811","13","3100","ARI@CGY","ARI","CGY","","","","",""
"","","","","","","","","","","","","","40144-70922:Max Jones","40144-70922","W","Max","Max Jones","Jones","3.4666665395100913","12","3100","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-54577:Pontus Aberg","40144-54577","W","Pontus","Pontus Aberg","Aberg","7.300000206898835","59","3100","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-42786:Justin Dowling","40144-42786","W","Justin","Justin Dowling","Dowling","2.7636363289572974","11","3100","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-61245:Devin Shore","40144-61245","W","Devin","Devin Shore","Shore","4.159999847412109","10","3100","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-42918:Scott Sabourin","40144-42918","W","Scott","Scott Sabourin","Sabourin","3.8545455932617188","11","3100","OTT@NYI","OTT","NYI","IR","Head","","",""
"","","","","","","","","","","","","","40144-43008:Jordan Martinook","40144-43008","W","Jordan","Jordan Martinook","Martinook","4","4","3000","CAR@PHI","CAR","PHI","IR","Abdomen","","",""
"","","","","","","","","","","","","","40144-104448:Emil Bemstrom","40144-104448","W","Emil","Emil Bemstrom","Bemstrom","3.807142802647182","14","3000","VGK@CBJ","CBJ","VGK","","","","",""
"","","","","","","","","","","","","","40144-79879:Justin Kloos","40144-79879","W","Justin","Justin Kloos","Kloos","3.200000047683716","1","3000","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-8203:Drew Stafford","40144-8203","W","Drew","Drew Stafford","Stafford","4.887719405324836","57","3000","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-79910:Nick Caamano","40144-79910","W","Nick","Nick Caamano","Caamano","4.099999904632568","8","3000","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-81974:Morgan Frost","40144-81974","C","Morgan","Morgan Frost","Frost","0","0","3000","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-81981:Klim Kostin","40144-81981","W","Klim","Klim Kostin","Kostin","0","0","3000","STL@VAN","STL","VAN","","","","",""
"","","","","","","","","","","","","","40144-8259:Andrew Ladd","40144-8259","W","Andrew","Andrew Ladd","Ladd","6.507692190317007","26","3000","OTT@NYI","NYI","OTT","O","Knee","","",""
"","","","","","","","","","","","","","40144-8260:Kris Versteeg","40144-8260","W","Kris","Kris Versteeg","Versteeg","0","0","3000","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-8263:Marian Hossa","40144-8263","W","Marian","Marian Hossa","Hossa","0","0","3000","ARI@CGY","ARI","CGY","O","Illness","","",""
"","","","","","","","","","","","","","40144-43089:Ross Johnston","40144-43089","W","Ross","Ross Johnston","Johnston","3.3333333333333335","6","3000","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-79963:Mikhail Vorobyev","40144-79963","W","Mikhail","Mikhail Vorobyev","Vorobyev","3.2","5","3000","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-8284:Chris Stewart","40144-8284","W","Chris","Chris Stewart","Stewart","1.7999999523162842","8","3000","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-79965:Carl Grundstrom","40144-79965","W","Carl","Carl Grundstrom","Grundstrom","8","3","3000","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-82026:Jaret Anderson-Dolan","40144-82026","C","Jaret","Jaret Anderson-Dolan","Anderson-Dolan","4.159999847412109","5","3000","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-43132:Martin Frk","40144-43132","W","Martin","Martin Frk","Frk","3.4566665649414063","30","3000","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-8322:Loui Eriksson","40144-8322","W","Loui","Loui Eriksson","Eriksson","1.9200000762939453","5","3000","STL@VAN","VAN","STL","","","","",""
"","","","","","","","","","","","","","40144-14480:Nicolas Deslauriers","40144-14480","W","Nicolas","Nicolas Deslauriers","Deslauriers","2.7428572518484935","7","3000","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-14484:Jordan Szwarz","40144-14484","W","Jordan","Jordan Szwarz","Szwarz","1.6000000635782878","3","3000","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-116891:Diego Cuglietta","40144-116891","W","Diego","Diego Cuglietta","Cuglietta","0","0","3000","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-116893:Parker MacKay","40144-116893","W","Parker","Parker MacKay","MacKay","0","0","3000","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-116895:Brad McClure","40144-116895","W","Brad","Brad McClure","McClure","0","0","3000","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-73886:Alexandre Fortin","40144-73886","W","Alexandre","Alexandre Fortin","Fortin","4.983333269755046","24","3000","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-116896:Anthony Nellis","40144-116896","C","Anthony","Anthony Nellis","Nellis","0","0","3000","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-116907:Jakob Lilja","40144-116907","W","Jakob","Jakob Lilja","Lilja","4.6400001525878904","10","3000","VGK@CBJ","CBJ","VGK","","","","",""
"","","","","","","","","","","","","","40144-43188:Kurtis Gabriel","40144-43188","W","Kurtis","Kurtis Gabriel","Gabriel","2.909090909090909","22","3000","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-39105:Kenny Agostino","40144-39105","W","Kenny","Kenny Agostino","Agostino","5.830158536396329","63","3000","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-73930:Connor Bunnaman","40144-73930","C","Connor","Connor Bunnaman","Bunnaman","2","4","3000","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-82122:Mason Shaw","40144-82122","C","Mason","Mason Shaw","Shaw","0","0","3000","MIN@ANH","MIN","ANH","O","Knee","","",""
"","","","","","","","","","","","","","40144-73935:Carsen Twarynski","40144-73935","W","Carsen","Carsen Twarynski","Twarynski","3.299999952316284","8","3000","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-116949:David Gustafsson","40144-116949","C","David","David Gustafsson","Gustafsson","1","8","3000","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-73940:Jordan Kyrou","40144-73940","W","Jordan","Jordan Kyrou","Kyrou","3.6500000953674316","16","3000","STL@VAN","STL","VAN","","","","",""
"","","","","","","","","","","","","","40144-116950:Joona Luoto","40144-116950","W","Joona","Joona Luoto","Luoto","0","0","3000","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-104675:Lean Bergmann","40144-104675","W","Lean","Lean Bergmann","Bergmann","4.266666730244954","6","3000","CHI@SJ","SJ","CHI","","","","",""
"","","","","","","","","","","","","","40144-8425:Cal Clutterbuck","40144-8425","W","Cal","Cal Clutterbuck","Clutterbuck","4.923076923076923","13","3000","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-39146:Tobias Rieder","40144-39146","W","Tobias","Tobias Rieder","Rieder","4","11","3000","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-73963:A.J. Greer","40144-73963","W","A.J.","A.J. Greer","Greer","2.826666768391927","15","3000","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-82155:Mason Appleton","40144-82155","W","Mason","Mason Appleton","Appleton","2.3111110263400607","9","3000","NJ@WPG","WPG","NJ","IR","Foot","","",""
"","","","","","","","","","","","","","40144-73972:Noah Gregor","40144-73972","W","Noah","Noah Gregor","Gregor","1.0666666825612385","6","3000","CHI@SJ","SJ","CHI","","","","",""
"","","","","","","","","","","","","","40144-82167:Sheldon Dries","40144-82167","C","Sheldon","Sheldon Dries","Dries","4.1099998474121096","40","3000","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-82170:Jason Robertson","40144-82170","W","Jason","Jason Robertson","Robertson","0","0","3000","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-82176:Jack Studnicka","40144-82176","C","Jack","Jack Studnicka","Studnicka","0","0","3000","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-73990:Zack MacEwen","40144-73990","W","Zack","Zack MacEwen","MacEwen","3.200000047683716","4","3000","STL@VAN","VAN","STL","","","","",""
"","","","","","","","","","","","","","40144-117012:Tyler Sheehy","40144-117012","C","Tyler","Tyler Sheehy","Sheehy","0","0","3000","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-53527:Marko Dano","40144-53527","W","Marko","Marko Dano","Dano","1.2000000476837158","8","3000","VGK@CBJ","CBJ","VGK","","","","",""
"","","","","","","","","","","","","","40144-117049:Mason Primeau","40144-117049","C","Mason","Mason Primeau","Primeau","0","0","3000","VGK@CBJ","VGK","CBJ","","","","",""
"","","","","","","","","","","","","","40144-117053:Robert Lantosi","40144-117053","W","Robert","Robert Lantosi","Lantosi","0","0","3000","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-117052:Dylan McLaughlin","40144-117052","C","Dylan","Dylan McLaughlin","McLaughlin","0","0","3000","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-117059:Jeremy McKenna","40144-117059","W","Jeremy","Jeremy McKenna","McKenna","0","0","3000","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-8515:Brandon Dubinsky","40144-8515","W","Brandon","Brandon Dubinsky","Dubinsky","4.649180427926486","61","3000","VGK@CBJ","CBJ","VGK","IR","Wrist","","",""
"","","","","","","","","","","","","","40144-117060:Mason Morelli","40144-117060","W","Mason","Mason Morelli","Morelli","0","0","3000","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-8520:Ryan Callahan","40144-8520","W","Ryan","Ryan Callahan","Callahan","6.309615501990685","52","3000","OTT@NYI","OTT","NYI","O","Back","","",""
"","","","","","","","","","","","","","40144-117068:Luka Burzan","40144-117068","W","Luka","Luka Burzan","Burzan","0","0","3000","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-117071:Sasha Mutala","40144-117071","W","Sasha","Sasha Mutala","Mutala","0","0","3000","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-117070:Alex Beaucage","40144-117070","W","Alex","Alex Beaucage","Beaucage","0","0","3000","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-74067:Kevin Rooney","40144-74067","C","Kevin","Kevin Rooney","Rooney","3.3777777353922525","9","3000","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-117075:Keeghan Howdeshell","40144-117075","W","Keeghan","Keeghan Howdeshell","Howdeshell","0","0","3000","ARI@CGY","ARI","CGY","","","","",""
"","","","","","","","","","","","","","40144-12630:Michael Chaput","40144-12630","C","Michael","Michael Chaput","Chaput","3.6500000953674316","32","3000","ARI@CGY","ARI","CGY","","","","",""
"","","","","","","","","","","","","","40144-74071:Nathan Bastian","40144-74071","W","Nathan","Nathan Bastian","Bastian","8.342857360839844","7","3000","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-74070:Brandon Gignac","40144-74070","W","Brandon","Brandon Gignac","Gignac","3.200000047683716","1","3000","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-117078:Derek Barach","40144-117078","C","Derek","Derek Barach","Barach","0","0","3000","VGK@CBJ","CBJ","VGK","","","","",""
"","","","","","","","","","","","","","40144-117091:Mason Bergh","40144-117091","W","Mason","Mason Bergh","Bergh","0","0","3000","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-12645:Devante Smith-Pelly","40144-12645","W","Devante","Devante Smith-Pelly","Smith-Pelly","4.325926038953993","54","3000","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-74086:Dillon Dube","40144-74086","W","Dillon","Dillon Dube","Dube","3.36","25","3000","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-117098:Joe Cox","40144-117098","W","Joe","Joe Cox","Cox","0","0","3000","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-74099:Matt Luff","40144-74099","W","Matt","Matt Luff","Luff","6.7545452695904356","33","3000","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-117106:Ludvig Larsson","40144-117106","C","Ludvig","Ludvig Larsson","Larsson","0","0","3000","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-74100:Tanner Fritz","40144-74100","C","Tanner","Tanner Fritz","Fritz","3.4000000953674316","8","3000","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-12670:Sam Carrick","40144-12670","W","Sam","Sam Carrick","Carrick","3.2000001271565757","6","3000","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-8575:Martin Hanzal","40144-8575","C","Martin","Martin Hanzal","Hanzal","7.0428570338657925","7","3000","COL@DAL","DAL","COL","IR","Back","","",""
"","","","","","","","","","","","","","40144-117118:Cole Maier","40144-117118","C","Cole","Cole Maier","Maier","0","0","3000","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-8579:Scottie Upshall","40144-8579","W","Scottie","Scottie Upshall","Upshall","0","0","3000","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-117125:Artem Ivanyuzhenkov","40144-117125","W","Artem","Artem Ivanyuzhenkov","Ivanyuzhenkov","0","0","3000","CHI@SJ","SJ","CHI","","","","",""
"","","","","","","","","","","","","","40144-117124:Dillon Hamaliuk","40144-117124","W","Dillon","Dillon Hamaliuk","Hamaliuk","0","0","3000","CHI@SJ","SJ","CHI","","","","",""
"","","","","","","","","","","","","","40144-117127:Tristin Langan","40144-117127","C","Tristin","Tristin Langan","Langan","0","0","3000","CHI@SJ","SJ","CHI","","","","",""
"","","","","","","","","","","","","","40144-8584:Mikkel Boedker","40144-8584","W","Mikkel","Mikkel Boedker","Boedker","4","4","3000","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-84361:Saku Maenalanen","40144-84361","W","Saku","Saku Maenalanen","Maenalanen","4.517647238338695","34","3000","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-39311:Nicholas Shore","40144-39311","C","Nicholas","Nicholas Shore","Shore","2.3333333333333335","12","3000","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-117141:Colt Conrad","40144-117141","C","Colt","Colt Conrad","Conrad","0","0","3000","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-74134:Peter Cehlarik","40144-74134","W","Peter","Peter Cehlarik","Cehlarik","1.600000023841858","2","3000","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-49563:Tyler Gaudet","40144-49563","C","Tyler","Tyler Gaudet","Gaudet","0","0","3000","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-8620:Jamie McGinn","40144-8620","W","Jamie","Jamie McGinn","McGinn","6.005263077585321","19","3000","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-12718:Tyler Pitlick","40144-12718","W","Tyler","Tyler Pitlick","Pitlick","2.3111110263400607","9","3000","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-117181:Johno May","40144-117181","W","Johno","Johno May","May","0","0","3000","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-117180:Brent Gates","40144-117180","C","Brent","Brent Gates","Gates","0","0","3000","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-117182:Brayden Tracey","40144-117182","W","Brayden","Brayden Tracey","Tracey","0","0","3000","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-8643:David Backes","40144-8643","W","David","David Backes","Backes","4","8","3000","BOS@MON","BOS","MON","O","Upper body","","",""
"","","","","","","","","","","","","","40144-117189:Erik Brown","40144-117189","W","Erik","Erik Brown","Brown","0","0","3000","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-117188:Felix Bibeau","40144-117188","C","Felix","Felix Bibeau","Bibeau","0","0","3000","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-117191:Reece Newkirk","40144-117191","C","Reece","Reece Newkirk","Newkirk","0","0","3000","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-117190:Brett Neumann","40144-117190","C","Brett","Brett Neumann","Neumann","0","0","3000","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-39395:Logan Shaw","40144-39395","W","Logan","Logan Shaw","Shaw","1.600000023841858","2","3000","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-8702:Ryan Kesler","40144-8702","C","Ryan","Ryan Kesler","Kesler","5.211666870117187","60","3000","MIN@ANH","ANH","MIN","O","Hip","","",""
"","","","","","","","","","","","","","40144-23051:Joakim Nordstrom","40144-23051","W","Joakim","Joakim Nordstrom","Nordstrom","5.920000076293945","5","3000","BOS@MON","BOS","MON","IR","Infection","","",""
"","","","","","","","","","","","","","40144-10797:Mark Letestu","40144-10797","C","Mark","Mark Letestu","Letestu","2.2857142857142856","7","3000","NJ@WPG","WPG","NJ","IR","Illness","","",""
"","","","","","","","","","","","","","40144-12880:Darren Archibald","40144-12880","W","Darren","Darren Archibald","Archibald","3.5333334604899087","12","3000","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-102994:Max Veronneau","40144-102994","W","Max","Max Veronneau","Veronneau","6.041666666666667","12","3000","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-113275:Simon Holmstrom","40144-113275","W","Simon","Simon Holmstrom","Holmstrom","0","0","3000","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-8868:Erik Condra","40144-8868","W","Erik","Erik Condra","Condra","4.933333396911621","6","3000","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-70327:Luke Johnson","40144-70327","C","Luke","Luke Johnson","Johnson","3.553333282470703","15","3000","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-103095:Rhett Gardner","40144-103095","W","Rhett","Rhett Gardner","Gardner","2.057142802647182","7","3000","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-8887:Ryan Reaves","40144-8887","W","Ryan","Ryan Reaves","Reaves","4.16000010172526","15","3000","VGK@CBJ","VGK","CBJ","","","","",""
"","","","","","","","","","","","","","40144-39677:Brendan Gaunce","40144-39677","W","Brendan","Brendan Gaunce","Gaunce","10.40000025431315","3","3000","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-39714:Charles Hudon","40144-39714","W","Charles","Charles Hudon","Hudon","4.590624809265137","32","3000","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-103211:Robert Carpenter","40144-103211","W","Robert","Robert Carpenter","Carpenter","0","0","3000","OTT@NYI","NYI","OTT","O","Shoulder","","",""
"","","","","","","","","","","","","","40144-62254:Kyle Rau","40144-62254","W","Kyle","Kyle Rau","Rau","3.4666665395100913","6","3000","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-82757:Erik Foley","40144-82757","W","Erik","Erik Foley","Foley","0","0","3000","STL@VAN","STL","VAN","O","Concussion","","",""
"","","","","","","","","","","","","","40144-97096:Isac Lundestrom","40144-97096","C","Isac","Isac Lundestrom","Lundestrom","2.133333365122477","3","3000","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-62293:Matthew Peca","40144-62293","C","Matthew","Matthew Peca","Peca","4.707692464192708","39","3000","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-62295:Jonny Brodzinski","40144-62295","W","Jonny","Jonny Brodzinski","Brodzinski","5.333333333333333","3","3000","CHI@SJ","SJ","CHI","","","","",""
"","","","","","","","","","","","","","40144-97118:Joel Teasdale","40144-97118","W","Joel","Joel Teasdale","Teasdale","0","0","3000","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-103262:Nico Sturm","40144-103262","C","Nico","Nico Sturm","Sturm","7.199999809265137","2","3000","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-66404:Vladislav Kamenev","40144-66404","C","Vladislav","Vladislav Kamenev","Kamenev","2.6666666666666665","3","3000","COL@DAL","COL","DAL","","","","",""
